text,label
"Summary: Lab chemist. Skills: titration, spectroscopy, lab instruments. Experience: Chemical testing. Projects: Sample analysis. Education: B.Sc Chemistry. Certifications: Chemistry Lab Cert.",good
"Summary: Very low-content resume with unstructured writing. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Fitness trainer. Skills: workout planning, nutrition basics. Experience: Gym trainer. Projects: Weight loss program. Education: Diploma Fitness. Certifications: Trainer Cert.",good
"Summary: Insurance advisor. Skills: policy explanation, customer service, sales. Experience: Insurance sales. Projects: Policy improvement. Education: B.Com. Certifications: IRDA." ,good
"Summary: Extremely vague resume lacking details. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Marine technician. Skills: engine testing, maintenance, navigation systems. Experience: Ship maintenance. Projects: Safety inspection. Education: Diploma Marine. Certifications: Marine Tech Cert.",good
"Summary: IT project manager with strong leadership skills. Skills: Agile, Scrum, project planning, Jira, stakeholder management. Experience: Delivered enterprise IT projects. Projects: ERP implementation. Education: MBA IT. Certifications: PMP.",good
"Summary: Marine biotechnologist. Skills: sample analysis, PCR, field research. Experience: Marine research intern. Projects: Coastal biodiversity study. Education: M.Sc Marine Biotech. Certifications: Marine Research Cert.",good
"Summary: Resume almost empty with unclear job goals. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Dermatology assistant. Skills: skin treatment assistance, sterilization, documentation. Experience: Clinic assistant. Projects: Skin awareness camp support. Education: Diploma Dermatology. Certifications: Clinic Assistant Cert.",good
"Summary: Fashion stylist. Skills: wardrobe planning, makeup basics, branding. Experience: Boutique stylist. Projects: Photoshoot styling. Education: Diploma Fashion Styling. Certifications: Styling Cert.",good
"Summary: Resume includes irrelevant hobbies without professional info. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Solar engineer. Skills: PV systems, load calculations, AUTOCAD. Experience: Solar project intern. Projects: Rooftop installation design. Education: B.Tech Electrical. Certifications: Solar Cert.",good
"Summary: CNC operator. Skills: CNC programming, machine operations, QA. Experience: Worked in machining units. Projects: Precision cutting. Education: Diploma Mechanical. Certifications: CNC Cert.",good
"Summary: Extremely poorly written resume with no structure. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Cyber forensics analyst. Skills: disk imaging, log analysis, malware investigation. Experience: Assisted forensic cases. Projects: Digital evidence report. Education: B.Tech Cybersecurity. Certifications: CHFI.",good
"Summary: AI chatbot developer. Skills: Python, NLP, Rasa, TensorFlow. Experience: Built conversational pipelines. Projects: Customer support bot. Education: B.Tech AI. Certifications: NLP Cert.",good
"Summary: Resume missing achievements and job responsibilities. Skills: basic typing. Experience: unclear. Education: none. Certifications: none.",bad
"Summary: Electrical maintenance engineer. Skills: testing, wiring, safety procedures. Experience: Maintained factory equipment. Projects: Motor overhaul. Education: B.Tech Electrical. Certifications: Maintenance Cert.",good
"Summary: English tutor. Skills: grammar, communication, writing. Experience: Freelance tutoring. Projects: Spoken English course. Education: MA English. Certifications: Teaching Cert.",good
"Summary: Resume contains irrelevant opinions instead of professional content. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Security officer. Skills: surveillance, patrolling, reporting. Experience: Mall security. Projects: Safety coordination. Education: 12th pass. Certifications: Security Cert.",good
"Summary: Lab assistant. Skills: chemical handling, testing, equipment cleaning. Experience: Laboratory intern. Projects: Sample testing. Education: B.Sc Chemistry. Certifications: Lab Cert.",good
"Summary: Poor formatting and very short content. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Aerospace technician. Skills: aircraft wiring, safety checks, inspections. Experience: Aviation workshop. Projects: Aircraft maintenance logs. Education: Diploma Aerospace. Certifications: Technician Cert.",good
"Summary: Microbiologist. Skills: culturing, staining, microscopes. Experience: Lab intern. Projects: Microbial analysis. Education: M.Sc Microbiology. Certifications: Microbio Cert.",good
"Summary: Resume lacks clarity and does not mention any real experience. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Business intelligence analyst. Skills: Power BI, SQL, data modeling. Experience: BI dashboards. Projects: Sales insights model. Education: MBA Analytics. Certifications: Power BI Cert.",good
"Summary: Paralegal. Skills: legal drafting, documentation, case filing. Experience: Assisted senior lawyers. Projects: Case research. Education: LLB. Certifications: Paralegal Cert.",good
"Summary: Resume with 1-line description not suitable for ATS. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Cloud support engineer. Skills: AWS EC2, S3, networking, troubleshooting. Experience: Cloud ticketing. Projects: Automated backup script. Education: BCA. Certifications: AWS Cloud Practitioner.",good
"Summary: Structural engineer. Skills: STAAD Pro, RCC design, drafting. Experience: Building design. Projects: Commercial structure. Education: B.Tech Civil. Certifications: Structural Design Cert.",good
"Summary: Resume appears copy-pasted and meaningless. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Electrician. Skills: wiring, installation, maintenance. Experience: Residential projects. Projects: House wiring. Education: ITI. Certifications: Electrical License.",good
"Summary: Multimedia designer. Skills: animation, video editing, 3D design. Experience: Creative agency. Projects: Brand film. Education: B.Des Multimedia. Certifications: Multimedia Cert.",good
"Summary: Resume unclear and without enough sections. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Procurement specialist. Skills: vendor mgmt, sourcing, negotiation. Experience: Managed procurement cycles. Projects: Cost reduction strategy. Education: BBA Supply Chain. Certifications: Procurement Cert.",good
"Summary: Automobile technician. Skills: engine servicing, diagnostics, repair. Experience: Car workshop. Projects: Engine rebuild. Education: Diploma Auto. Certifications: Mechanic License.",good
"Summary: Extremely short resume lacking details. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Social media strategist. Skills: content calendars, analytics, ads. Experience: Grew engagement 200%. Projects: Brand campaigns. Education: BA Marketing. Certifications: Social Media Cert.",good
"Summary: Backend PHP developer. Skills: Laravel, MySQL, REST APIs. Experience: Built CMS systems. Projects: CRM development. Education: BCA. Certifications: PHP Developer Cert.",good
"Summary: Resume contains random personal statements without relevance. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Cybersecurity consultant. Skills: penetration testing, VAPT, SIEM. Experience: Secured enterprise networks. Projects: Pentest audit. Education: B.Tech IT. Certifications: OSCP.",good
"Summary: Cloud automation engineer. Skills: Terraform, AWS, GitHub Actions. Experience: Automated infra deployments. Projects: IaC modules. Education: B.Tech CSE. Certifications: DevOps Cert.",good
"Summary: Very weak resume with no details beyond one line. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Video game designer. Skills: Unity, gameplay mechanics, UI/UX. Experience: Designed indie games. Projects: Puzzle game. Education: B.Des Game Design. Certifications: Game Designer Cert.",good
"Summary: Auditor. Skills: financial audits, documentation, compliance. Experience: Internal audits. Projects: Audit report automation. Education: B.Com. Certifications: Audit Cert.",good
"Summary: Resume provides generic content with no depth. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Marine diver. Skills: underwater welding, equipment handling, diving safety. Experience: Shipyard diver. Projects: Hull inspection. Education: Commercial Diving School. Certifications: Diver License.",good
"Summary: Robotics test engineer. Skills: test automation, sensors, actuators. Experience: Robot testing. Projects: AGV testing. Education: B.Tech Robotics. Certifications: Test Engineer Cert.",good
"Summary: Resume filled with unnecessary emojis and informal tone. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Solar panel technician. Skills: installation, wiring, testing. Experience: Field installations. Projects: 50kW rooftop system. Education: ITI Electrician. Certifications: Solar Tech Cert.",good
"Summary: Data visualization expert. Skills: Tableau, Power BI, SQL. Experience: Built BI dashboards. Projects: Sales visual stories. Education: BBA Analytics. Certifications: Tableau Cert.",good
"Summary: Unprofessional resume lacking job focus. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Biomedical researcher. Skills: PCR, sample testing, data analysis. Experience: Clinical lab research. Projects: Blood sample analysis. Education: M.Sc Biomedical. Certifications: Research Cert.",good
"Summary: Petroleum engineer. Skills: drilling, reservoir analysis. Experience: Oilfield internship. Projects: Reservoir model. Education: B.Tech Petroleum. Certifications: Petroleum Cert.",good
"Summary: Interior architect. Skills: 3D visualization, interior layouts, rendering. Experience: Commercial interior projects. Projects: Office interior remodel. Education: B.Arch Interior. Certifications: Interior Architecture Cert.",good
"Summary: Fine arts teacher. Skills: painting, sketching, lesson planning. Experience: School art teacher. Projects: Student art exhibition. Education: BFA. Certifications: Teaching Cert.",good
"Summary: Resume too short and missing all essential details. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Mobile automation engineer. Skills: Appium, Java, test frameworks. Experience: Mobile test automation. Projects: Regression suites. Education: B.Tech CSE. Certifications: Automation Cert.",good
"Summary: Network security engineer. Skills: firewalls, VPNs, intrusion detection. Experience: Secured enterprise networks. Projects: Security hardening. Education: B.Tech IT. Certifications: CCNP Security.",good
"Summary: Very unclear resume with incomplete statements. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Procurement manager. Skills: vendor relations, negotiation, sourcing. Experience: 5 years in procurement. Projects: Supply optimization. Education: MBA. Certifications: Procurement Professional.",good
"Summary: Clinical psychologist. Skills: therapy planning, diagnosis, patient support. Experience: Hospital psychologist. Projects: Mental wellness program. Education: M.Phil Psychology. Certifications: Clinical Psych License.",good
"Summary: Resume has only hobbies listed, no professional info. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Operations analyst. Skills: Excel, SQL, process automation. Experience: Operational insights. Projects: Efficiency improvement. Education: BBA Operations. Certifications: Ops Analyst Cert.",good
"Summary: Automotive QA engineer. Skills: testing, diagnostics, quality checks. Experience: Testing vehicle systems. Projects: Brake testing analysis. Education: B.Tech Automobile. Certifications: QA Cert.",good
"Summary: Resume written in casual language lacking sections. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Cloud-native architect. Skills: AWS, microservices, container orchestration. Experience: Designed enterprise cloud infrastructure. Projects: Multi-region architecture. Education: B.Tech CSE. Certifications: AWS Architect Pro.",good
"Summary: English content strategist. Skills: editing, SEO writing, brand messaging. Experience: Managed content teams. Projects: Content calendars. Education: BA English. Certifications: Content Strategy.",good
"Summary: Resume lacks clarity and formatting, extremely vague. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Database administrator. Skills: MySQL, PostgreSQL, replication, tuning. Experience: Managed DB clusters. Projects: Query optimization. Education: B.Tech IT. Certifications: DBA Cert.",good
"Summary: Mechanical analyst. Skills: FEA, SolidWorks, material analysis. Experience: Component testing. Projects: Stress analysis. Education: B.Tech Mechanical. Certifications: FEA Cert.",good
"Summary: Low-quality resume with random unrelated content. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Electrical design engineer. Skills: AutoCAD Electrical, panel design. Experience: Industry projects. Projects: Panel layout design. Education: B.Tech Electrical. Certifications: Design Cert.",good
"Summary: Geospatial scientist. Skills: GIS, remote sensing, data modeling. Experience: Satellite imagery analysis. Projects: Land classification model. Education: M.Sc GIS. Certifications: Remote Sensing Cert.",good
"Summary: Resume includes incomplete and poorly written sentences. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Occupational therapist. Skills: rehab therapy, assessment, treatment planning. Experience: Rehab center. Projects: Recovery program. Education: BOT. Certifications: OT License.",good
"Summary: Metallurgical engineer. Skills: material testing, heat treatment. Experience: Steel plant intern. Projects: Alloy strength study. Education: B.Tech Metallurgy. Certifications: Metallurgy Cert.",good
"Summary: Resume lacking major fields and poorly formatted. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: IT helpdesk engineer. Skills: troubleshooting, ticketing, remote support. Experience: IT support. Projects: System automation script. Education: BCA. Certifications: ITIL Foundation.",good
"Summary: Data quality analyst. Skills: SQL, ETL testing, reporting. Experience: QA for data pipelines. Projects: Data validation suite. Education: B.Tech IT. Certifications: Data Quality Cert.",good
"Summary: Unstructured resume with unrelated phrases. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Video editor and motion designer. Skills: After Effects, Premiere Pro. Experience: Edited commercial videos. Projects: Promo video. Education: BFA. Certifications: Motion Design Cert.",good
"Summary: Food safety inspector. Skills: HACCP, audits, safety protocols. Experience: Food inspections. Projects: Safety audit report. Education: B.Sc Food Science. Certifications: HACCP.",good
"Summary: Very unclear resume missing purpose. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Software test engineer. Skills: manual testing, JIRA, SQL. Experience: Test planning. Projects: Regression suite. Education: B.Tech CSE. Certifications: ISTQB.",good
"Summary: Renewable systems designer. Skills: PV design, wind analysis. Experience: Energy consultancy. Projects: Solar plant design. Education: B.Tech Renewable. Certifications: Energy Designer.",good
"Summary: Resume almost empty and unprofessional. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Data governance analyst. Skills: data catalogs, quality control. Experience: Data governance initiatives. Projects: Policy documentation. Education: MBA Analytics. Certifications: Governance Cert.",good
"Summary: HR coordinator. Skills: employee relations, onboarding, HRMS. Experience: HR operations. Projects: HR process automation. Education: MBA HR. Certifications: HR Coordinator Cert.",good
"Summary: Resume contains very small text with no substance. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: AI quality engineer. Skills: ML testing, model validation, pipelines. Experience: Tested ML models. Projects: Model QA framework. Education: B.Tech AI. Certifications: AI QA Cert.",good
"Summary: Graphic illustrator. Skills: vector art, typography, branding. Experience: Designed posters. Projects: Branding kit. Education: BFA. Certifications: Illustrator Cert.",good
"Summary: Low-effort resume missing clear skills. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Hospitality supervisor. Skills: guest relations, quality audits. Experience: Hotel operations. Projects: Service excellence initiative. Education: BHM. Certifications: Hospitality Cert.",good
"Summary: Pulmonologist assistant. Skills: respiratory tests, patient care. Experience: Hospital intern. Projects: Pulmonary health program. Education: Diploma Medical. Certifications: Medical Assistant Cert.",good
"Summary: Resume missing key achievements and responsibilities. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Robotics programmer. Skills: ROS, Python, C++. Experience: Robot control. Projects: Autonomous navigation. Education: B.Tech Robotics. Certifications: Robotics Programmer.",good
"Summary: Quality inspector. Skills: QA testing, defect logging. Experience: Manufacturing QA. Projects: Quality checks. Education: Diploma QA. Certifications: QA Cert.",good
"Summary: Resume poorly structured with unrelated phrases. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Compliance officer. Skills: audit, policy adherence, reporting. Experience: Regulatory checks. Projects: Compliance audit. Education: B.Com. Certifications: Compliance Cert.",good
"Summary: Agricultural scientist. Skills: soil analysis, crop research. Experience: Agriculture lab. Projects: Crop yield model. Education: M.Sc Agriculture. Certifications: Agri Research Cert.",good
"Summary: Unfocused resume with irrelevant content. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Semiconductor engineer. Skills: VLSI, chip design, Verilog, Cadence. Experience: ASIC design intern. Projects: Clock gating model. Education: B.Tech ECE. Certifications: VLSI Cert.",good
"Summary: Marine operations coordinator. Skills: shipment tracking, port logistics. Experience: Managed vessel operations. Projects: Port automation plan. Education: BBA Logistics. Certifications: Marine Ops Cert.",good
"Summary: Resume vague with incomplete lines. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: DevOps automation architect. Skills: CI/CD, Kubernetes, Terraform, GitOps. Experience: Automated deployments. Projects: Infra-as-code pipelines. Education: B.Tech CSE. Certifications: DevOps Architect.",good
"Summary: Speech and drama teacher. Skills: performance coaching, communication. Experience: School drama club. Projects: Annual play direction. Education: BA Performing Arts. Certifications: Drama Teaching Cert.",good
"Summary: Low-effort resume with unclear objectives. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Automation engineer. Skills: PLCs, robotics, sensors. Experience: Industrial automation engineer. Projects: Conveyor automation. Education: B.Tech Electrical. Certifications: Automation Specialist.",good
"Summary: Workplace safety officer. Skills: safety audits, risk assessment, PPE management. Experience: Manufacturing plant. Projects: Safety training program. Education: Diploma Safety Mgmt. Certifications: NEBOSH.",good
"Summary: Resume includes broken text fragments and lacks structure. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Backend engineer. Skills: Node.js, Express, MongoDB, Redis. Experience: Scalable API development. Projects: Order management system. Education: B.Tech CSE. Certifications: Backend Developer Cert.",good
"Summary: Clinical surgeon assistant. Skills: assisting procedures, sterilization. Experience: OT assistant. Projects: Surgical workflow improvement. Education: Diploma Surgical. Certifications: Clinical Assistant Cert.",good
"Summary: Resume poorly written with unclear sentences. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Data privacy analyst. Skills: GDPR, data masking, compliance. Experience: Privacy audits. Projects: Data protection plan. Education: MBA IT. Certifications: Privacy Cert.",good
"Summary: Hydrologist. Skills: water modeling, GIS, analysis. Experience: Field research. Projects: River flow analysis. Education: M.Sc Hydrology. Certifications: Hydrology Cert.",good
"Summary: Unprofessional resume with no relevant experience. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Economist researcher. Skills: econometrics, R, policy analysis. Experience: Research intern. Projects: Policy impact study. Education: MA Economics. Certifications: Research Cert.",good
"Summary: Renewable consultant. Skills: solar analysis, wind modeling. Experience: Energy survey intern. Projects: Solar farm analysis. Education: B.Tech Energy. Certifications: Renewable Cert.",good
"Summary: Resume with nearly no actual job-related content. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: PPC specialist. Skills: Google Ads, keyword strategy, optimization. Experience: Managed ad spends. Projects: PPC ROAS improvement. Education: BBA Marketing. Certifications: Google Ads Cert.",good
"Summary: UI developer. Skills: HTML, CSS, JavaScript, Figma. Experience: Built responsive layouts. Projects: Landing page. Education: BCA. Certifications: UI Developer Cert.",good
"Summary: Thin resume missing sections and irrelevant. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Mechanical fitter. Skills: machine assembly, repairs. Experience: Workshop technician. Projects: Gearbox assembly. Education: ITI. Certifications: Fitter Cert.",good
"Summary: Tax consultant. Skills: GST, filing, compliance. Experience: Tax audits. Projects: Tax planning model. Education: B.Com. Certifications: Tax Consultant Cert.",good
"Summary: Unstructured resume with poor writing style. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Optical engineer. Skills: optics design, laser systems. Experience: Optical R&D intern. Projects: Lens modeling. Education: M.Sc Optoelectronics. Certifications: Optics Cert.",good
"Summary: Biomedical technician. Skills: device repair, diagnostics. Experience: Hospital maintenance. Projects: Equipment servicing. Education: Diploma Biomedical. Certifications: Technician Cert.",good
"Summary: Resume missing majority of required sections. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Software architect. Skills: microservices, design patterns, distributed systems. Experience: Architected enterprise apps. Projects: Domain-driven design refactor. Education: B.Tech CSE. Certifications: Architecture Cert.",good
"Summary: Clinical nutrition researcher. Skills: diet planning, analysis, lab testing. Experience: Research intern. Projects: Nutrition modeling. Education: M.Sc Nutrition. Certifications: Research Cert.",good
"Summary: Resume extremely unclear and unprofessional. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: IT auditor. Skills: compliance audits, internal controls. Experience: IT audits. Projects: Audit workflow improvement. Education: B.Tech IT. Certifications: CISA.",good
"Summary: Environmental researcher. Skills: GIS, analysis, sampling. Experience: Research fellow. Projects: Climate impact study. Education: M.Sc Environment. Certifications: Research Cert.",good
"Summary: Weak resume lacking all relevant details. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Quality engineer. Skills: QA testing, SPC, process control. Experience: Factory QA. Projects: Defect analysis. Education: B.Tech Mechanical. Certifications: QA Engineer Cert.",good
"Summary: Air traffic management intern. Skills: communication, monitoring, documentation. Experience: Airport operations intern. Projects: Flight data reporting. Education: B.Sc Aviation. Certifications: Aviation Cert.",good
"Summary: Resume with random words and no structure. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Digital marketing manager. Skills: SEO, SEM, analytics, branding. Experience: Handled campaigns. Projects: Lead generation improvement. Education: MBA Marketing. Certifications: Digital Marketing Cert.",good
"Summary: Backend cloud engineer. Skills: AWS Lambda, API Gateway, Python. Experience: Built serverless APIs. Projects: Serverless ETL. Education: B.Tech IT. Certifications: AWS Developer.",good
"Summary: Resume contains very weak descriptions and lacks key elements. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Chemical engineer. Skills: process engineering, heat transfer. Experience: Chemical plant intern. Projects: Distillation study. Education: B.Tech Chemical. Certifications: Chemical Engineer Cert.",good
"Summary: Financial controller. Skills: budgeting, forecasting, MIS reporting. Experience: Managed financial operations. Projects: Cost control. Education: MBA Finance. Certifications: Finance Controller Cert.",good
"Summary: Resume informal and not job-oriented. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: AR/VR developer. Skills: Unity, C#, ARKit, VR design. Experience: Immersive solutions development. Projects: VR training app. Education: B.Tech CSE. Certifications: AR/VR Developer Cert.",good
"Summary: Aerospace assembly technician. Skills: assembly, inspection, quality checks. Experience: Aircraft component assembly. Projects: Wing assembly. Education: Diploma Aerospace. Certifications: Assembly Cert.",good
"Summary: Resume has improper tone and missing sections. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Business operations manager. Skills: process optimization, planning. Experience: Managed operations. Projects: Efficiency improvements. Education: MBA Operations. Certifications: Ops Manager Cert.",good
"Summary: Food processing engineer. Skills: QA, food machinery, thermal processing. Experience: Food plant. Projects: Product optimization. Education: B.Tech Food Tech. Certifications: FPE Cert.",good
"Summary: Weakly written resume lacking clarity. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Marine logistics engineer. Skills: fleet planning, cargo analysis. Experience: Port logistics intern. Projects: Vessel scheduling model. Education: B.Tech Marine. Certifications: Maritime Logistics Cert.",good
"Summary: Clinical biochemist. Skills: lab testing, analyzers, diagnostics. Experience: Hospital biochem lab. Projects: Sample analysis. Education: M.Sc Biochemistry. Certifications: Clinical Biochem Cert.",good
"Summary: Resume with almost no relevant professional details. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Senior DevOps engineer. Skills: Kubernetes, CI/CD, AWS, Helm, GitHub Actions. Experience: Automated infra delivery. Projects: Multi-cloud deployment. Education: B.Tech CSE. Certifications: DevOps Pro.",good
"Summary: Mechanical production engineer. Skills: CNC, machining, assembly lines. Experience: Production planning. Projects: Cycle time reduction. Education: B.Tech Mechanical. Certifications: Production Cert.",good
"Summary: Resume extremely short and unclear. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Academic researcher. Skills: writing, SPSS, qualitative analysis. Experience: University research. Projects: Survey report. Education: MA Sociology. Certifications: Research Cert.",good
"Summary: Game tester. Skills: gameplay testing, bug reporting, QA. Experience: Mobile game QA. Projects: Test scripts. Education: BCA. Certifications: Game Testing Cert.",good
"Summary: Resume includes informal and irrelevant phrases. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Marine safety officer. Skills: safety protocols, inspections, documentation. Experience: Ship operations. Projects: Safety audit. Education: Diploma Marine Safety. Certifications: Safety Cert.",good
"Summary: Energy auditor. Skills: energy assessments, data analysis. Experience: Industry audits. Projects: Energy saving report. Education: B.Tech Electrical. Certifications: Energy Audit Cert.",good
"Summary: Poorly formatted resume lacking detail. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Pharmacologist. Skills: drug analysis, lab testing. Experience: Pharma lab intern. Projects: Drug efficacy study. Education: M.Pharm. Certifications: Pharma Cert.",good
"Summary: Corporate trainer. Skills: communication, training modules. Experience: Conducted employee workshops. Projects: Training program. Education: MBA HR. Certifications: Training Specialist.",good
"Summary: Resume full of grammatical errors and no job focus. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Java backend engineer. Skills: Spring Boot, Hibernate, MySQL. Experience: Enterprise backend development. Projects: Payment system. Education: B.Tech CSE. Certifications: Java Developer.",good
"Summary: Automation testing analyst. Skills: Selenium, JMeter, Java. Experience: Automated test cases. Projects: Load testing. Education: B.Tech IT. Certifications: QA Testing Cert.",good
"Summary: Resume contains too little content and missing sections. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: HVAC engineer. Skills: heat load, ducts, AutoCAD. Experience: HVAC consultancy. Projects: Cooling system design. Education: B.Tech Mechanical. Certifications: HVAC Cert.",good
"Summary: Broadcast journalist. Skills: reporting, editing, anchoring. Experience: News channel intern. Projects: News packages. Education: BA Journalism. Certifications: Media Cert.",good
"Summary: Resume with highly unprofessional wording. Skills: none. Experience: none. Education: unclear. Certifications: none.",bad
"Summary: Robotics research assistant. Skills: ROS, sensors, actuators. Experience: Robotics lab. Projects: SLAM system. Education: B.Tech Robotics. Certifications: Robotics Research.",good
"Summary: Air pollution analyst. Skills: monitoring, sampling, GIS. Experience: Pollution board intern. Projects: AQI analysis. Education: M.Sc Environment. Certifications: Env Analysis Cert.",good
"Summary: Content-free resume lacking skills and experience. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Electrical systems engineer. Skills: circuit design, testing, simulations. Experience: Electrical R&D. Projects: PCB design. Education: B.Tech Electrical. Certifications: Electrical Engineer Cert.",good
"Summary: Clinical radiology assistant. Skills: X-ray handling, imaging support. Experience: Hospital imaging dept. Projects: Report assistance. Education: Diploma Radiology. Certifications: Radiology Cert.",good
"Summary: Very weak resume lacking sections and meaning. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Finance operations analyst. Skills: Excel, reconciliation, MIS. Experience: Finance ops. Projects: Monthly close automation. Education: B.Com. Certifications: Finance Ops Cert.",good
"Summary: Marine biologist assistant. Skills: sample study, reporting. Experience: Marine research. Projects: Water sample study. Education: B.Sc Biology. Certifications: Bio Research Cert.",good
"Summary: Resume includes incomplete and unrelated text. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Java full-stack developer. Skills: Spring Boot, React, Docker. Experience: Full-stack development. Projects: Admin dashboard. Education: B.Tech CSE. Certifications: Full Stack Cert.",good
"Summary: Retail associate. Skills: customer service, billing, stocking. Experience: Retail store. Projects: Inventory update. Education: 12th. Certifications: Retail Cert.",good
"Summary: Resume too short and vague to be useful. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: AI operations engineer. Skills: MLOps, pipelines, monitoring. Experience: ML model deployment. Projects: CI/CD for ML. Education: B.Tech AI. Certifications: MLOps Cert.",good
"Summary: Geotechnical engineer. Skills: soil testing, analysis, drafting. Experience: Construction sites. Projects: Soil stabilization study. Education: B.Tech Civil. Certifications: Geotech Cert.",good
"Summary: Resume contains broken phrases and missing sections. Skills: none. Experience: none. Education: minimal. Certifications: none.",bad
"Summary: Biomedical lab analyst. Skills: sample testing, diagnostics, biology tools. Experience: Lab intern. Projects: Blood analysis. Education: B.Sc Biomedical. Certifications: Lab Analyst Cert.",good
"Summary: Training coordinator. Skills: planning, scheduling, communication. Experience: Corporate training programs. Projects: L&D automation. Education: MBA HR. Certifications: Training Cert.",good
"Summary: Resume incomplete, poorly formed. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Digital product designer. Skills: Figma, UX research, prototyping. Experience: Designed app flows. Projects: Fintech UI. Education: B.Des. Certifications: UX Design Cert.",good
"Summary: IT compliance analyst. Skills: audits, documentation, controls. Experience: Compliance team. Projects: Audit automation. Education: B.Tech IT. Certifications: Compliance Cert.",good
"Summary: Resume lacking clarity and too much informal language. Skills: none. Experience: none. Education: none. Certifications: none.",bad
"Summary: Drone pilot. Skills: UAV operations, mapping, inspections. Experience: Industrial drone flights. Projects: Land mapping. Education: Drone Academy. Certifications: Drone Pilot Cert.",good
"Summary: Security researcher. Skills: penetration testing, code review, exploit analysis. Experience: Security audits. Projects: Vulnerability report. Education: B.Tech Cybersecurity. Certifications: OSCP.",good
"Summary: Resume almost empty and not ATS compatible. Skills: none. Experience: none. Education: none. Certifications: none.",bad
